,page,doctorate,len_page,female,male,category,count,nobel_field
1657,Harry Devonald Griffith,0,204,False,True,20th-century_physicists,1,Physics
1658,Evgeni Gross,1,2202,False,True,20th-century_physicists,1,Physics
1660,Yuri Gulyayev (physicist),0,785,False,True,20th-century_physicists,1,Physics
1661,Aleksandr Gurevich,0,857,False,True,20th-century_physicists,1,Physics
1662,Kirill Gurov,0,875,False,True,20th-century_physicists,1,Physics
1663,Mikhail Guzev,0,2227,False,True,20th-century_physicists,1,Physics
1664,John Hagelin,0,1862,False,True,20th-century_physicists,1,Physics
1665,Ernst Bessel Hagen,1,698,False,True,20th-century_physicists,1,Physics
1666,Jane Hamilton Hall,0,1301,True,False,20th-century_physicists,1,Physics
1667,Hilda Hänchen,0,300,False,True,20th-century_physicists,1,Physics
1668,Alois Handl,0,2926,False,True,20th-century_physicists,1,Physics
1669,Wilhelm Hanle,1,958,True,False,20th-century_physicists,1,Physics
1670,Alice Harding,0,6180,True,False,20th-century_physicists,1,Physics
1671,Isolde Hausser,0,2606,False,True,20th-century_physicists,1,Physics
1672,Otto Haxel,0,1552,False,True,20th-century_physicists,1,Physics
1673,Werner Heisenberg,1,1034,False,True,20th-century_physicists,1,Physics
1674,Hans Hellmann,1,2955,True,False,20th-century_physicists,1,Physics
1675,Grete Hermann,0,2778,False,True,20th-century_physicists,1,Physics
1676,Walter Herrmann (physicist),0,1115,False,True,20th-century_physicists,1,Physics
1677,Carl Hellmuth Hertz,0,3991,False,True,20th-century_physicists,1,Physics
1678,Gustav Ludwig Hertz,0,2591,False,True,20th-century_physicists,1,Physics
1679,Victor Francis Hess,0,1554,False,True,20th-century_physicists,1,Physics
1680,Boris Hessen,0,2004,False,True,20th-century_physicists,1,Physics
1681,Karl-Heinz Höcker,0,571,False,True,20th-century_physicists,1,Physics
1682,Leslie Hodson,0,1988,True,False,20th-century_physicists,1,Physics
1683,Gerhard Hoffmann,0,1700,False,True,20th-century_physicists,1,Physics
1684,Robert Hofstadter,0,992,False,True,20th-century_physicists,1,Physics
1685,Theodore Holstein,0,1432,False,True,20th-century_physicists,1,Physics
1686,Fernand Holweck,0,1234,True,False,20th-century_physicists,1,Physics
1687,Ann Horton,1,3648,False,True,20th-century_physicists,1,Physics
1688,Fritz Houtermans,0,336,False,True,20th-century_physicists,1,Physics
1689,Vladimir Hütt,1,5093,False,True,20th-century_physicists,1,Physics
1690,Mujaddid Ahmed Ijaz,1,1562,False,True,20th-century_physicists,1,Physics
1691,Abram Ioffe,0,2483,False,True,20th-century_physicists,1,Physics
1692,Claude Itzykson,0,1740,False,True,20th-century_physicists,1,Physics
1694,Andrzej Januszajtis,0,1749,False,True,20th-century_physicists,1,Physics
1695,Peter Herbert Jensen,0,3316,False,True,20th-century_physicists,1,Physics
1696,Willibald Jentschke,0,5160,True,False,20th-century_physicists,1,Physics
1697,Georg Joos,0,1305,False,True,20th-century_physicists,1,Physics
1698,Adolfas Jucys,0,1166,False,True,20th-century_physicists,1,Physics
1699,Heike Kamerlingh Onnes,0,3124,False,True,20th-century_physicists,1,Physics
1700,Pyotr Kapitsa,0,1482,True,False,20th-century_physicists,1,Physics
1701,Elizaveta Karamihailova,0,2085,False,True,20th-century_physicists,1,Physics
1702,Jörg Kärger,1,1567,True,False,20th-century_physicists,1,Physics
1703,Berta Karlik,0,854,False,True,20th-century_physicists,1,Physics
1704,Pavel Kaskarov,0,1982,False,True,20th-century_physicists,1,Physics
1705,Alexey Kavokin,1,2074,False,True,20th-century_physicists,1,Physics
1706,Ke T'ing-sui,1,721,True,False,20th-century_physicists,1,Physics
1707,Isaak Markovich Khalatnikov,0,2735,False,True,20th-century_physicists,1,Physics
1708,Yulii Khariton,0,1217,False,True,20th-century_physicists,1,Physics
1709,Rem Khokhlov,0,846,False,True,20th-century_physicists,1,Physics
1710,Iosif Khriplovich,0,400,False,True,20th-century_physicists,1,Physics
1711,Isaak Kikoin,0,443,False,True,20th-century_physicists,1,Physics
1712,Vladimir Kirillin,1,3012,True,False,20th-century_physicists,1,Physics
1713,Richard Kleeman,0,1728,False,True,20th-century_physicists,1,Physics
1714,Valentin Klimov,0,2105,True,False,20th-century_physicists,1,Physics
1715,Hedwig Kohn,1,2326,True,False,20th-century_physicists,1,Physics
1716,Noemie Benczer Koller,0,849,False,True,20th-century_physicists,1,Physics
1717,Anatoly Kondratenko,0,1179,False,True,20th-century_physicists,1,Physics
1718,Kirill Kondratyev,0,598,False,True,20th-century_physicists,1,Physics
1719,Boris Konstantinov,0,959,False,True,20th-century_physicists,1,Physics
1720,Roscoe L. Koontz,0,2862,False,True,20th-century_physicists,1,Physics
1721,Hans Kopfermann,0,1043,False,True,20th-century_physicists,1,Physics
1722,Horst Korsching,0,1276,False,True,20th-century_physicists,1,Physics
1723,Arnold Kosevich,0,1054,False,True,20th-century_physicists,1,Physics
1724,Vladimir Krainov,0,1149,False,True,20th-century_physicists,1,Physics
1725,Vladimir Krivchenkov,0,1339,False,True,20th-century_physicists,1,Physics
1726,Victor Krylov,0,1135,False,True,20th-century_physicists,1,Physics
1727,Rainer Walter Kühne,1,1120,False,True,20th-century_physicists,1,Physics
1728,Igor Kurchatov,0,1303,False,True,20th-century_physicists,1,Physics
1729,Georgy Kurdyumov,0,826,False,True,20th-century_physicists,1,Physics
1730,Ferdinand Kurlbaum,1,2347,False,True,20th-century_physicists,1,Physics
1731,Polykarp Kusch,0,1189,False,True,20th-century_physicists,1,Physics
1732,Samson Kutateladze,1,3674,False,True,20th-century_physicists,1,Physics
1733,Alexander Kuzemsky,0,863,False,True,20th-century_physicists,1,Physics
1734,Anatoly Kuzovnikov,0,912,False,True,20th-century_physicists,1,Physics
1735,Lucien de la Rive,0,2780,True,False,20th-century_physicists,1,Physics
1736,Elizabeth Laird (physicist),0,6608,False,True,20th-century_physicists,1,Physics
1737,Lev Landau,0,1229,True,False,20th-century_physicists,1,Physics
1738,Hélène Langevin-Joliot,0,1071,True,False,20th-century_physicists,1,Physics
1739,Gerda Laski,1,7441,False,True,20th-century_physicists,1,Physics
1740,Max von Laue,0,1750,False,True,20th-century_physicists,1,Physics
1741,Oleg Lavrentiev,0,1286,False,True,20th-century_physicists,1,Physics
1742,Mikhail Lavrentyev,0,690,False,True,20th-century_physicists,1,Physics
1743,Yuri Lazurkin,0,2976,True,False,20th-century_physicists,1,Physics
1744,Inge Lehmann,0,838,False,True,20th-century_physicists,1,Physics
1745,Philipp Lenard,0,1146,False,True,20th-century_physicists,1,Physics
1746,Mikhail Leontovich,0,2384,True,False,20th-century_physicists,1,Physics
1747,Hilde Levi,0,5686,False,True,20th-century_physicists,1,Physics
1748,Walter Lewin,0,1456,False,True,20th-century_physicists,1,Physics
1749,Hugo Lichte,0,2001,True,False,20th-century_physicists,1,Physics
1750,Lidia Salgueiro,0,906,False,True,20th-century_physicists,1,Physics
1751,Ilya Lifshitz,0,1201,False,True,20th-century_physicists,1,Physics
1752,Evgeny Lifshitz,0,1239,True,False,20th-century_physicists,1,Physics
1753,Karl Lintner,0,4831,False,True,20th-century_physicists,1,Physics
1754,Gabriel Lippmann,0,2528,False,True,20th-century_physicists,1,Physics
1755,Pavel Litvinov,0,1647,False,True,20th-century_physicists,1,Physics
1756,Georges Lochak,0,2927,False,True,20th-century_physicists,1,Physics
1757,Anatoly Logunov,1,795,True,False,20th-century_physicists,1,Physics
1758,Hendrik Lorentz,0,3118,False,True,20th-century_physicists,1,Physics
1759,Oleg Losev,0,3205,False,True,20th-century_physicists,1,Physics
1760,Heinz Maier-Leibnitz,1,2158,True,False,20th-century_physicists,1,Physics
1761,Roger Malina,0,1131,False,True,20th-century_physicists,1,Physics
1762,Boris Mamyrin,1,3055,False,True,20th-century_physicists,1,Physics
1763,Leonid Mandelstam,0,973,False,True,20th-century_physicists,1,Physics
1764,Wilfrid Basil Mann,0,1941,False,True,20th-century_physicists,1,Physics
1765,Reinhold Mannkopff,0,14246,False,True,20th-century_physicists,1,Physics
1766,Guglielmo Marconi,0,6960,True,False,20th-century_physicists,1,Physics
1767,Mileva Marić,0,1803,True,False,20th-century_physicists,1,Physics
1768,Viktor Maslov (mathematician),0,1305,True,False,20th-century_physicists,1,Physics
1769,Anna McPherson,1,2226,False,True,20th-century_physicists,1,Physics
1770,Naum Meiman,0,17903,True,False,20th-century_physicists,1,Physics
1771,Lise Meitner,0,1880,False,True,20th-century_physicists,1,Physics
1772,Luise Meyer-Schützmeister,1,1156,True,False,20th-century_physicists,1,Physics
1773,Kirstine Meyer,1,896,False,True,20th-century_physicists,1,Physics
1774,Theodor Meyer,0,1356,False,True,20th-century_physicists,1,Physics
1775,Gustav Mie,0,703,False,True,20th-century_physicists,1,Physics
1776,Arkady Migdal,0,976,False,True,20th-century_physicists,1,Physics
1777,Mikhail Nikolayevich Mikheyev,1,333,False,True,20th-century_physicists,1,Physics
1778,Stanislav Mikheyev,0,4816,False,True,20th-century_physicists,1,Physics
1779,Vladilen F. Minin,0,2023,False,True,20th-century_physicists,1,Physics
1780,Dmitry Mishin,0,661,True,False,20th-century_physicists,1,Physics
1781,Elisa Molinari,0,767,False,True,20th-century_physicists,1,Physics
1782,Mikhail Molodenskii,0,1655,False,True,20th-century_physicists,1,Physics
1783,Andrei Monin,1,2213,False,True,20th-century_physicists,1,Physics
1784,Liguri Mosulishvili,0,940,False,True,20th-century_physicists,1,Physics
1785,Léon Motchane,1,2334,False,True,20th-century_physicists,1,Physics
1786,Viatcheslav Mukhanov,0,1313,False,True,20th-century_physicists,1,Physics
1787,Paul O. Müller,0,329,False,True,20th-century_physicists,1,Physics
1788,Walther Müller,0,533,False,True,20th-century_physicists,1,Physics
1789,Wilhelm Müller (physicist),0,658,False,True,20th-century_physicists,1,Physics
1790,Veniamin Myasnikov,0,2071,False,True,20th-century_physicists,1,Physics
1791,Gustav Naan,0,872,False,True,20th-century_physicists,1,Physics
1792,Vladimir Nakoryakov,0,1183,True,False,20th-century_physicists,1,Physics
1793,Władysław Natanson,0,2617,False,True,20th-century_physicists,1,Physics
1794,Mikhail Samoilovich Neiman,0,968,False,True,20th-century_physicists,1,Physics
1795,Volodymyr Nemoshkalenko,0,1243,False,True,20th-century_physicists,1,Physics
1796,Vassili Nesterenko,0,1229,True,False,20th-century_physicists,1,Physics
1797,Elsa Neumann,1,688,False,True,20th-century_physicists,1,Physics
1798,Andrew Ng (physicist),0,1280,False,True,20th-century_physicists,1,Physics
1799,Sergey Nikitin (musician),1,723,True,False,20th-century_physicists,1,Physics
1800,Tatyana Nikitina,0,851,False,True,20th-century_physicists,1,Physics
1801,Lev Nikolaev,1,1614,False,True,20th-century_physicists,1,Physics
1803,Cormac Ó Ceallaigh,0,5118,False,True,20th-century_physicists,1,Physics
1804,Alexander Obukhov,0,1889,False,True,20th-century_physicists,1,Physics
1805,Tihiro Ohkawa,0,998,False,True,20th-century_physicists,1,Physics
1806,J. Robert Oppenheimer,0,1631,True,False,20th-century_physicists,1,Physics
1807,Yuri Osipyan,0,2395,True,False,20th-century_physicists,1,Physics
1808,Viktor Panin (physicist),0,6426,False,True,20th-century_physicists,1,Physics
1809,Alexander Patashinski,0,1302,False,True,20th-century_physicists,1,Physics
1810,Wolfgang Pauli,0,12707,False,True,20th-century_physicists,1,Physics
1811,Luis de la Peña,0,1009,False,True,20th-century_physicists,1,Physics
1812,Jean-Pierre Petit,0,1032,False,True,20th-century_physicists,1,Physics
1813,Konstantin Petrzhak,0,1640,False,True,20th-century_physicists,1,Physics
1814,Vladimir Iosifovich Petviashvili,0,2332,True,False,20th-century_physicists,1,Physics
1815,Gregory Pikus,1,3956,False,True,20th-century_physicists,1,Physics
1816,Aleksei Pogorelov,0,1335,True,False,20th-century_physicists,1,Physics
1817,Valery Pokrovsky,1,1911,False,True,20th-century_physicists,1,Physics
1818,Pelageya Polubarinova-Kochina,0,2034,False,True,20th-century_physicists,1,Physics
1819,Isaak Pomeranchuk,0,8079,False,True,20th-century_physicists,1,Physics
1820,Lev Ponomaryov,0,792,False,True,20th-century_physicists,1,Physics
1821,Bruno Pontecorvo,0,3324,False,True,20th-century_physicists,1,Physics
1822,Victor Popov,1,3548,False,True,20th-century_physicists,1,Physics
1823,C. F. Powell,0,946,False,True,20th-century_physicists,1,Physics
1824,Alexander Prokhorov,1,979,True,False,20th-century_physicists,1,Physics
1825,Dominique Proust,0,3527,False,True,20th-century_physicists,1,Physics
1826,Gabriele Rabel,1,1344,False,True,20th-century_physicists,1,Physics
1827,Isidor Isaac Rabi,0,1148,False,True,20th-century_physicists,1,Physics
1828,Mikhail Rabinovich,0,3380,False,True,20th-century_physicists,1,Physics
1829,Alexander Rankine,0,2591,False,True,20th-century_physicists,1,Physics
1830,Lev Pavlovich Rapoport,0,6084,False,True,20th-century_physicists,1,Physics
1831,Boris Rauschenbach,1,1359,True,False,20th-century_physicists,1,Physics
1832,"John William Strutt, 3rd Baron Rayleigh",0,1428,False,True,20th-century_physicists,1,Physics
1833,Ksenia Aleksandrovna Razumova,0,232,False,True,20th-century_physicists,1,Physics
1834,Hubert Reeves,0,2492,False,True,20th-century_physicists,1,Physics
1835,Kaido Reivelt,0,2447,False,True,20th-century_physicists,1,Physics
1836,Ernst Rexer,0,1769,True,False,20th-century_physicists,1,Physics
1837,Owen Willans Richardson,0,884,True,False,20th-century_physicists,1,Physics
1838,Charlotte Riefenstahl,0,1078,False,True,20th-century_physicists,1,Physics
1839,Oskar Ritter,0,935,False,True,20th-century_physicists,1,Physics
1840,Werner Romberg,0,1649,True,False,20th-century_physicists,1,Physics
1841,Wilhelm Röntgen,0,1134,False,True,20th-century_physicists,1,Physics
1842,Ilse Rosenthal-Schneider,0,2000,False,True,20th-century_physicists,1,Physics
1843,Heinrich Rubens,0,1715,False,True,20th-century_physicists,1,Physics
1844,Eduard Rüchardt,0,542,False,True,20th-century_physicists,1,Physics
1845,Petra Rudolf,0,1476,True,False,20th-century_physicists,1,Physics
1846,Nikolai Rukavishnikov,0,1431,False,True,20th-century_physicists,1,Physics
1847,Iris Runge,1,2210,False,True,20th-century_physicists,1,Physics
1848,Mikhail Rusinov,0,1456,False,True,20th-century_physicists,1,Physics
1849,Yuri Alekseevich Ryzhov,0,2300,False,True,20th-century_physicists,1,Physics
1850,Roald Sagdeev,0,971,False,True,20th-century_physicists,1,Physics
1851,Giorgio Salvini,1,1645,False,True,20th-century_physicists,1,Physics
1852,Niyazi Serdar Sarıçiftçi,0,940,True,False,20th-century_physicists,1,Physics
1853,Frances Saunders (scientist),0,1656,False,True,20th-century_physicists,1,Physics
1854,Jens Scheer,0,1431,False,True,20th-century_physicists,1,Physics
1855,Josef Schintlmeister,0,1483,True,False,20th-century_physicists,1,Physics
1856,Inge Schmitz-Feuerhake,0,1896,False,True,20th-century_physicists,1,Physics
1857,Ernst Schmutzer,0,4856,False,True,20th-century_physicists,1,Physics
1858,Herwig Schopper,0,7549,False,True,20th-century_physicists,1,Physics
1859,Walter H. Schottky,0,3385,False,True,20th-century_physicists,1,Physics
1860,Erwin Schrödinger,0,710,True,False,20th-century_physicists,1,Physics
1861,Erich Schumann,0,805,False,True,20th-century_physicists,1,Physics
1862,Bice Sechi-Zorn,0,8053,False,True,20th-century_physicists,1,Physics
1863,Leonid Sedov,0,2573,False,True,20th-century_physicists,1,Physics
1864,Emilio Segrè,1,2252,False,True,20th-century_physicists,1,Physics
1865,Vitaly Shafranov,1,4500,True,False,20th-century_physicists,1,Physics
1866,Kirill Shchelkin,0,1398,False,True,20th-century_physicists,1,Physics
1867,Dmitry Shirkov,0,1682,False,True,20th-century_physicists,1,Physics
1868,Yurii Shirokov,0,1418,False,True,20th-century_physicists,1,Physics
1870,Lev Shubnikov,0,2526,False,True,20th-century_physicists,1,Physics
1871,Paul Eugen Sieg,0,528,False,True,20th-century_physicists,1,Physics
1872,Manne Siegbahn,0,2790,False,True,20th-century_physicists,1,Physics
1873,Edgar Silinsh,0,1021,False,True,20th-century_physicists,1,Physics
1874,Robert Silver,0,798,False,True,20th-century_physicists,1,Physics
1876,Alexei Smirnov (physicist),0,1183,False,True,20th-century_physicists,1,Physics
1877,Valentin Panteleimonovich Smirnov,1,8323,False,True,20th-century_physicists,1,Physics
1878,Arseny Sokolov,0,1040,False,True,20th-century_physicists,1,Physics
1879,Arnold Sommerfeld,1,2131,False,True,20th-century_physicists,1,Physics
1880,Johannes Stark,0,1028,False,True,20th-century_physicists,1,Physics
1881,Vladimir Steklov (mathematician),0,3063,False,True,20th-century_physicists,1,Physics
1882,Otto Stern,0,1647,False,True,20th-century_physicists,1,Physics
1883,Georg Stetter,0,837,False,True,20th-century_physicists,1,Physics
1884,Raymond Stora,0,1327,False,True,20th-century_physicists,1,Physics
1885,Vilen Strutinsky,0,3063,False,True,20th-century_physicists,1,Physics
1886,Daniel F. Styer,0,1618,False,True,20th-century_physicists,1,Physics
1887,Anatoly Sukhorukov,1,1695,False,True,20th-century_physicists,1,Physics
1888,Igor Sutyagin,1,1542,False,True,20th-century_physicists,1,Physics
1889,Władysław Świątecki (physicist),0,2630,False,True,20th-century_physicists,1,Physics
1890,Bertha Swirles,0,173,False,True,20th-century_physicists,1,Physics
1891,Edward Hutchinson Synge,0,3435,False,True,20th-century_physicists,1,Physics
1892,Szczepan Szczeniowski,0,2038,False,True,20th-century_physicists,1,Physics
1893,Igor Tamm,0,1605,False,True,20th-century_physicists,1,Physics
