,page,field,count_female_words,count_male_words,count_nonbinary_words,doctorate,len_page
3528,Merrilee Fullerton,21st-century_women_physicians,17,1,0,0,2124
3529,Maria Furtwängler,21st-century_women_physicians,22,0,2,0,2255
3530,Saroj Chooramani Gopal,21st-century_women_physicians,23,0,1,0,4596
3531,Natalie Grams,21st-century_women_physicians,71,0,1,0,5501
3532,Adenike Grange,21st-century_women_physicians,30,0,0,0,2569
3533,Judith Elizabeth Hall,21st-century_women_physicians,5,0,0,0,1413
3534,Szófia Havas,21st-century_women_physicians,18,1,0,0,483
3535,Iona Heath,21st-century_women_physicians,7,0,0,0,888
3536,Mary Hepburn,21st-century_women_physicians,11,0,0,0,1182
3537,Josephine Herman,21st-century_women_physicians,5,0,0,0,792
3538,Rowan Hillson,21st-century_women_physicians,11,0,0,0,1189
3539,Deirdre Hine,21st-century_women_physicians,14,1,0,0,1007
3540,Margie Holmes,21st-century_women_physicians,12,0,1,0,989
3541,Ruth Hussey (doctor),21st-century_women_physicians,4,0,0,0,763
3542,Louise Irvine,21st-century_women_physicians,21,7,2,0,2491
3543,Lalla Malika Issoufou,21st-century_women_physicians,7,0,1,0,983
3544,Helena Jaczek,21st-century_women_physicians,33,0,0,0,4217
3545,Sarah Jarvis,21st-century_women_physicians,3,0,0,0,868
3546,Caroline Johnson,21st-century_women_physicians,17,3,2,0,1934
3547,Catherine de Jong,21st-century_women_physicians,21,2,8,0,2676
3548,Matilda Kerry,21st-century_women_physicians,12,0,0,0,1130
3549,Marjo van der Knaap,21st-century_women_physicians,17,0,0,0,1078
3550,Marian Knight,21st-century_women_physicians,10,0,0,0,1876
3551,Grace Kodindo,21st-century_women_physicians,26,0,1,0,1518
3552,Rosemary Leonard,21st-century_women_physicians,8,0,0,0,387
3553,Wendy Levinson,21st-century_women_physicians,11,0,0,0,1068
3554,Xie Linka,21st-century_women_physicians,5,1,0,0,3604
3555,Yvette Lu,21st-century_women_physicians,9,0,0,0,1248
3556,Anne MacGregor,21st-century_women_physicians,22,0,0,0,2541
3557,Anil Kumari Malhotra,21st-century_women_physicians,5,0,0,0,2966
3558,Danielle Martin,21st-century_women_physicians,15,0,0,0,970
3559,Salome Maswime,21st-century_women_physicians,27,0,2,0,1761
3560,Ellen McCourt,21st-century_women_physicians,10,0,0,0,536
3561,Matshidiso Moeti,21st-century_women_physicians,16,0,0,0,1862
3562,Minoo Mohraz,21st-century_women_physicians,13,0,0,0,1116
3563,Alma Möller,21st-century_women_physicians,4,0,0,0,813
3564,Caroline Moore (academic),21st-century_women_physicians,20,0,0,0,2355
3565,Niki Moutsopoulos,21st-century_women_physicians,18,0,1,0,1304
3566,Khadija Mumtaz,21st-century_women_physicians,18,1,0,0,2497
3567,Myint Myint Khin (writer),21st-century_women_physicians,107,8,1,0,4168
3568,Julia Newton,21st-century_women_physicians,10,0,0,0,1484
3569,Olcay Neyzi,21st-century_women_physicians,4,0,0,0,808
3570,Samantha Nutt,21st-century_women_physicians,28,1,0,0,1472
3571,Sabine Oberhauser,21st-century_women_physicians,14,0,0,0,717
3572,Nene Obianyo,21st-century_women_physicians,21,0,0,0,1311
3573,Nancy Olivieri,21st-century_women_physicians,13,2,0,0,1817
3574,Gigi Osler,21st-century_women_physicians,12,0,0,0,1314
3575,Jane Philpott,21st-century_women_physicians,57,2,2,0,5992
3576,Junilyn Pikacha,21st-century_women_physicians,14,1,5,0,998
3577,Jerilynn Prior,21st-century_women_physicians,37,0,0,0,2730
3578,Kathleen I. Pritchard,21st-century_women_physicians,27,0,2,0,3872
3579,Sema Ramazanoğlu,21st-century_women_physicians,20,1,0,0,1470
3580,J. Geeta Reddy,21st-century_women_physicians,19,3,0,0,1817
3581,Pamela Rendi-Wagner,21st-century_women_physicians,34,1,0,0,1701
3582,Cecilie Risøe,21st-century_women_physicians,7,0,0,0,582
3583,Sonia Roco,21st-century_women_physicians,18,2,1,0,869
3584,Katarina Rodriguez,21st-century_women_physicians,28,0,0,0,2113
3585,Aithne Rowse,21st-century_women_physicians,9,0,0,0,951
3586,Eugenia Sacerdote de Lustig,21st-century_women_physicians,24,0,2,0,1075
3587,Lakshmi Sahgal,21st-century_women_physicians,23,2,4,0,3448
3588,Füsun Sayek,21st-century_women_physicians,20,0,0,0,993
3589,Eleanor Scott,21st-century_women_physicians,17,0,1,0,1619
3590,Mojca Senčar,21st-century_women_physicians,6,0,0,0,655
3591,Ranjana Srivastava,21st-century_women_physicians,26,0,0,0,1999
3592,Helen Stokes-Lampard,21st-century_women_physicians,28,0,0,1,1632
3593,Aud Blegen Svindland,21st-century_women_physicians,37,0,2,0,2772
3594,Masayo Takahashi,21st-century_women_physicians,16,0,1,0,1601
3595,Öget Öktem Tanör,21st-century_women_physicians,25,0,1,0,1117
3596,Pakize Tarzi,21st-century_women_physicians,10,0,0,0,748
3597,Mesme Taşbağ,21st-century_women_physicians,12,0,0,0,1115
3598,Ayşe Olcay Tiryaki,21st-century_women_physicians,0,0,0,0,269
3599,Paulyn Ubial,21st-century_women_physicians,13,4,0,0,1428
3600,Svetlana Uvarova,21st-century_women_physicians,0,0,0,1,1210
3601,Sindisiwe van Zyl,21st-century_women_physicians,9,0,0,0,1367
3602,Abi Walker,21st-century_women_physicians,7,0,0,0,890
3603,Joanna Wardlaw,21st-century_women_physicians,22,0,0,0,2507
3604,Sarah Wollaston,21st-century_women_physicians,148,5,9,0,7473
3605,Fiona Wood,21st-century_women_physicians,18,2,1,0,1969
3606,Candan Yüceer,21st-century_women_physicians,10,0,0,0,907
3607,Nelson Castro (journalist),21st-century_Argentine_physicians,0,37,0,0,1376
3608,Alberto Crescenti,21st-century_Argentine_physicians,0,5,0,0,826
3609,Aurel Babeș,20th-century_Romanian_physicians,0,14,1,0,1880
3610,Gheorghe Benga,20th-century_Romanian_physicians,0,5,0,0,930
3611,Ottoi Călin,20th-century_Romanian_physicians,0,24,0,0,1845
3612,Iosif Capotă,20th-century_Romanian_physicians,0,10,0,0,800
3613,Emil Dorian,20th-century_Romanian_physicians,0,23,0,0,1065
3614,Iuliu Hațieganu,20th-century_Romanian_physicians,0,41,1,0,1699
3615,Constantin Istrati,20th-century_Romanian_physicians,0,13,0,1,1132
3616,Nicolae Gh. Lupu,20th-century_Romanian_physicians,0,4,0,0,793
3617,Ștefan S. Nicolau,20th-century_Romanian_physicians,0,1,0,0,673
3618,Sorin Oprescu,20th-century_Romanian_physicians,0,14,1,0,1466
3619,Laura Poantă,20th-century_Romanian_physicians,12,0,0,0,2152
3620,Ștefan Stoica (politician),20th-century_Romanian_physicians,0,4,0,0,208
3621,Vasile Voiculescu,20th-century_Romanian_physicians,0,24,0,0,756
3622,Bryan Alton,20th-century_Irish_medical_doctors,0,5,0,0,1460
3623,Joseph Barnes (Irish doctor),20th-century_Irish_medical_doctors,0,3,0,0,946
3624,James Barr (physician),20th-century_Irish_medical_doctors,0,17,1,0,1062
3625,Ethel Bentham,20th-century_Irish_medical_doctors,29,0,0,0,1853
3626,Noël Browne,20th-century_Irish_medical_doctors,2,70,3,0,4065
3627,Denis Parsons Burkitt,20th-century_Irish_medical_doctors,0,22,0,0,2006
3628,Conor Byrne,20th-century_Irish_medical_doctors,0,6,0,0,598
3629,Havelock Charles,20th-century_Irish_medical_doctors,0,13,1,0,1113
3630,Andrew Cooney (Irish republican),20th-century_Irish_medical_doctors,0,17,0,0,1167
3631,Ephraim MacDowel Cosgrave,20th-century_Irish_medical_doctors,0,14,0,0,835
3632,James Craig (physician),20th-century_Irish_medical_doctors,0,11,0,0,913
3633,Sidney Elisabeth Croskery,20th-century_Irish_medical_doctors,25,0,0,1,1473
3634,Bryan Cusack,20th-century_Irish_medical_doctors,0,11,0,0,809
3635,Patrick Delap,20th-century_Irish_medical_doctors,0,5,0,0,612
3636,Alexander Dempsey,20th-century_Irish_medical_doctors,0,8,0,0,293
3637,Patrick Doyle (Irish politician),20th-century_Irish_medical_doctors,0,4,0,0,2235
3638,David Drummond (physician),20th-century_Irish_medical_doctors,0,8,0,0,873
3639,Pearl Dunlevy,20th-century_Irish_medical_doctors,20,0,3,0,2174
3640,Ion Ferguson,20th-century_Irish_medical_doctors,0,13,1,0,930
3641,Michael ffrench-O'Carroll,20th-century_Irish_medical_doctors,0,24,0,0,1328
3642,Garret A. FitzGerald,20th-century_Irish_medical_doctors,2,20,0,0,1873
3643,Eleanora Fleury,20th-century_Irish_medical_doctors,70,0,0,0,1916
3644,Francis W. E. Hare,20th-century_Irish_medical_doctors,0,14,0,0,1249
3645,Edward Garraway,20th-century_Irish_medical_doctors,0,23,1,0,1105
3646,Peter Gatenby (doctor),20th-century_Irish_medical_doctors,0,2,0,0,716
3647,Pierce Grace,20th-century_Irish_medical_doctors,0,9,1,0,1432
3648,William Graham (field hockey),20th-century_Irish_medical_doctors,0,7,0,0,1080
3649,Michael Harty,20th-century_Irish_medical_doctors,0,5,0,0,730
3650,Richard Hayes (politician),20th-century_Irish_medical_doctors,0,21,0,0,1153
3651,William Hayes (geneticist),20th-century_Irish_medical_doctors,0,28,0,0,1447
3652,Patrick Hehir,20th-century_Irish_medical_doctors,0,17,1,0,1175
3653,Thomas Hennessy,20th-century_Irish_medical_doctors,0,5,0,0,744
3654,Maeve Hillery,20th-century_Irish_medical_doctors,5,2,1,0,758
3655,Richard Hingston,20th-century_Irish_medical_doctors,0,36,0,0,1386
3656,Willie Hooper,20th-century_Irish_medical_doctors,0,10,2,0,851
3657,Patricia Horne,20th-century_Irish_medical_doctors,17,2,1,0,1216
3658,David Irwin (rugby union),20th-century_Irish_medical_doctors,0,0,0,0,833
3659,Henry Jellett (gynaecologist),20th-century_Irish_medical_doctors,0,8,0,0,993
3660,Donal Keenan,20th-century_Irish_medical_doctors,0,11,1,0,1431
3661,Ciara Kelly,20th-century_Irish_medical_doctors,24,0,0,0,1400
3662,Alfred Keogh,20th-century_Irish_medical_doctors,0,35,0,0,2060
3663,Frank Hamilton Lacey,20th-century_Irish_medical_doctors,0,3,0,0,203
3664,Pat Lee (politician),20th-century_Irish_medical_doctors,0,4,0,0,600
3665,Richard Leech,20th-century_Irish_medical_doctors,1,5,0,0,1323
3666,Mick Loftus,20th-century_Irish_medical_doctors,0,14,0,0,1172
3667,Bill Loughnane,20th-century_Irish_medical_doctors,0,9,0,0,742
3668,Charles Gibson Lowry,20th-century_Irish_medical_doctors,0,3,0,0,614
3669,Robert McCarrison,20th-century_Irish_medical_doctors,0,28,2,0,6433
3670,Aidan MacCarthy,20th-century_Irish_medical_doctors,0,28,1,0,1453
3671,Patrick McCarvill,20th-century_Irish_medical_doctors,0,13,0,0,913
3672,Henry MacCormac (dermatologist),20th-century_Irish_medical_doctors,0,11,0,0,694
3673,Niall MacGinnis,20th-century_Irish_medical_doctors,1,8,0,0,1260
3674,Patrick Maxwell (cricketer),20th-century_Irish_medical_doctors,0,11,0,0,876
3675,Seán McCarthy (Tipperary politician),20th-century_Irish_medical_doctors,0,7,0,0,1289
3676,Ian McClure,20th-century_Irish_medical_doctors,0,6,0,0,278
3677,Jim McDaid,20th-century_Irish_medical_doctors,1,64,0,0,2357
3678,Joseph McGinley,20th-century_Irish_medical_doctors,0,6,0,0,652
3679,James McKelvey,20th-century_Irish_medical_doctors,0,7,0,0,861
3680,Isabel Deane Mitchell,20th-century_Irish_medical_doctors,40,1,0,0,1319
3681,Delia Moclair,20th-century_Irish_medical_doctors,13,3,3,0,1442
3682,Mary Aquinas Monaghan,20th-century_Irish_medical_doctors,38,0,0,0,1796
3683,Karl Mullen,20th-century_Irish_medical_doctors,0,9,0,0,2626
3684,Michael Murphy (academic),20th-century_Irish_medical_doctors,0,11,0,0,1578
3685,Lucy O'Brien (doctor),20th-century_Irish_medical_doctors,19,0,0,0,1290
3686,Pat O'Callaghan,20th-century_Irish_medical_doctors,0,64,1,0,3018
3687,John O'Connell (Dublin politician),20th-century_Irish_medical_doctors,0,27,0,0,2192
3688,Barry O'Driscoll,20th-century_Irish_medical_doctors,0,3,0,0,112
3689,Frank O'Driscoll,20th-century_Irish_medical_doctors,0,6,0,0,621
3690,Thomas F. O'Higgins,20th-century_Irish_medical_doctors,0,13,0,0,1192
3691,Pat O'Neill (Dublin footballer),20th-century_Irish_medical_doctors,0,8,0,0,1404
3692,Toddy Pierse,20th-century_Irish_medical_doctors,0,4,0,0,931
3693,Richard Power (cricketer),20th-century_Irish_medical_doctors,0,13,0,0,849
3694,Dorothy Price,20th-century_Irish_medical_doctors,54,2,6,0,2287
3695,Kevin Quinn (rugby union and cricket),20th-century_Irish_medical_doctors,0,7,0,0,894
3696,James Reilly (Irish politician),20th-century_Irish_medical_doctors,3,41,3,0,4579
3697,Claude Rigby,20th-century_Irish_medical_doctors,0,15,0,0,939
3698,Robert Rowlette,20th-century_Irish_medical_doctors,0,12,0,0,2278
3699,Angela Russell (doctor),20th-century_Irish_medical_doctors,18,1,2,0,1320
3700,Michael J. Ryan (doctor),20th-century_Irish_medical_doctors,2,33,2,0,5946
3701,Frederick Shaw (cricketer),20th-century_Irish_medical_doctors,0,21,0,0,1378
3702,Robertson Smyth,20th-century_Irish_medical_doctors,0,28,2,0,1944
3703,George Stephenson (rugby union),20th-century_Irish_medical_doctors,0,21,0,0,2221
3704,Barbara Stokes,20th-century_Irish_medical_doctors,33,3,1,0,1869
3705,Isobel Addey Tate,20th-century_Irish_medical_doctors,19,0,1,0,1092
3706,Mona Tyndall,20th-century_Irish_medical_doctors,28,1,3,0,1236
3707,Arthur Wallis (rugby union and cricket),20th-century_Irish_medical_doctors,0,8,0,0,843
3708,Thomas Joseph Walsh (Wexford),20th-century_Irish_medical_doctors,0,7,0,1,896
3709,Conn Ward,20th-century_Irish_medical_doctors,0,19,0,0,812
3710,Larry Warke,20th-century_Irish_medical_doctors,0,21,0,0,1001
3711,Vincent White (politician),20th-century_Irish_medical_doctors,0,12,0,0,768
3712,William Whitla,20th-century_Irish_medical_doctors,1,37,3,0,1797
3713,Sarah Winstedt,20th-century_Irish_medical_doctors,23,1,0,0,1230
3714,Dilip Abreu,20th-century_Indian_economists,0,8,0,0,1099
3715,Shankar Acharya,20th-century_Indian_economists,0,16,0,0,484
3716,B. N. Adarkar,20th-century_Indian_economists,0,16,0,0,1314
3717,Bina Agarwal,20th-century_Indian_economists,37,0,0,1,5764
3718,Isher Judge Ahluwalia,20th-century_Indian_economists,31,0,1,1,3400
3719,Montek Singh Ahluwalia,20th-century_Indian_economists,1,26,0,0,2974
3720,Yoginder K Alagh,20th-century_Indian_economists,0,11,0,1,1419
3721,B. R. Ambedkar,20th-century_Indian_economists,9,238,17,0,18473
3722,Amiya Kumar Bagchi,20th-century_Indian_economists,0,23,0,0,4310
3723,Nirupam Bajpai,20th-century_Indian_economists,0,9,1,0,3459
3724,Pulapre Balakrishnan,20th-century_Indian_economists,0,8,0,0,439
3725,Abhijit Banerjee,20th-century_Indian_economists,0,42,5,0,4657
3726,Thakurdas Bang,20th-century_Indian_economists,0,23,1,0,2064
3727,Pranab Bardhan,20th-century_Indian_economists,0,15,1,1,1880
3728,Inderjit Kaur Barthakur,20th-century_Indian_economists,6,0,0,1,2288
3729,Kaushik Basu,20th-century_Indian_economists,0,44,2,0,4896
3730,Anil K. Bera,20th-century_Indian_economists,0,10,0,1,6907
3731,Jagdish Bhagwati,20th-century_Indian_economists,0,14,3,1,3879
3732,Surjit Bhalla,20th-century_Indian_economists,0,10,0,1,1091
3733,Krishna Bharadwaj (economist),20th-century_Indian_economists,15,2,0,1,1344
3734,Rajeev Bhargava,20th-century_Indian_economists,0,10,0,0,1125
3735,B. B. Bhattacharya,20th-century_Indian_economists,0,25,1,1,1516
3736,Santosh Bhattacharyya,20th-century_Indian_economists,0,13,0,0,1121
3737,S. Bhoothalingam,20th-century_Indian_economists,0,16,0,0,1222
3738,Amitava Bose,20th-century_Indian_economists,0,3,0,1,919
3739,Ashish Bose,20th-century_Indian_economists,0,7,0,0,827
3740,Sulabha Brahme,20th-century_Indian_economists,6,0,0,0,842
3741,Ilyas Burney,20th-century_Indian_economists,0,36,0,0,1208
3742,G. K. Chadha,20th-century_Indian_economists,0,13,0,0,1096
3743,Sukhamoy Chakraborty,20th-century_Indian_economists,0,13,0,0,863
3744,V. V. Chari,20th-century_Indian_economists,0,7,0,1,787
3745,Arindam Chaudhuri,20th-century_Indian_economists,0,9,1,0,2670
3746,Mrinal Datta Chaudhuri,20th-century_Indian_economists,0,29,0,0,2855
3747,Ajay Chhibber,20th-century_Indian_economists,0,11,0,0,931
3748,Mohanlal Lallubhai Dantwala,20th-century_Indian_economists,0,25,1,0,2934
3749,Ram Upendra Das,20th-century_Indian_economists,0,30,0,1,3488
3750,Amiya Kumar Dasgupta,20th-century_Indian_economists,0,23,0,1,1198
3751,Biplab Dasgupta,20th-century_Indian_economists,0,17,0,1,914
3752,Partha Dasgupta,20th-century_Indian_economists,2,23,0,1,2709
3753,Bhabatosh Datta,20th-century_Indian_economists,1,27,0,0,2351
3754,Bibek Debroy,20th-century_Indian_economists,2,40,0,0,6130
3755,Ashok Desai (economist),20th-century_Indian_economists,0,5,0,0,758
3756,Manibhai Desai,20th-century_Indian_economists,0,31,2,0,4465
3757,"Meghnad Desai, Baron Desai",20th-century_Indian_economists,1,38,3,0,3467
3758,Nitin Desai,20th-century_Indian_economists,0,24,1,0,1806
3759,Padma Desai,20th-century_Indian_economists,14,0,0,1,2029
3760,Ashwini Deshpande,20th-century_Indian_economists,23,0,5,1,2616
3761,Shanta Devarajan,20th-century_Indian_economists,0,5,0,0,782
3762,P. N. Dhar,20th-century_Indian_economists,2,8,0,0,1745
3763,Bakul Harshadrai Dholakia,20th-century_Indian_economists,2,39,1,0,12043
3764,Avinash Dixit,20th-century_Indian_economists,0,6,0,1,4033
3765,Jean Drèze,20th-century_Indian_economists,0,38,0,0,3140
3766,Pradeep Dubey,20th-century_Indian_economists,0,9,1,1,1103
3767,Romesh Chunder Dutt,20th-century_Indian_economists,0,43,0,0,4034
3768,Aloysius Prakash Fernandez,20th-century_Indian_economists,0,6,0,0,1206
3769,Dhananjay Ramchandra Gadgil,20th-century_Indian_economists,0,42,1,0,3201
3770,Anil Kumar Gain,20th-century_Indian_economists,0,41,0,1,1491
3771,Maitreesh Ghatak,20th-century_Indian_economists,0,14,0,1,2069
3772,Pankaj Ghemawat,20th-century_Indian_economists,0,20,0,1,2129
3773,Atish R. Ghosh,20th-century_Indian_economists,0,10,0,1,1596
3774,Jayati Ghosh,20th-century_Indian_economists,25,0,0,0,1979
3775,Padamji Ginwala,20th-century_Indian_economists,0,42,7,0,1929
3776,Pabitra Kumar Giri,20th-century_Indian_economists,0,3,0,0,767
3777,Gopal Krishna Gokhale,20th-century_Indian_economists,1,57,4,0,4349
3778,Gita Gopinath,20th-century_Indian_economists,19,5,1,1,2002
3779,Omkar Goswami,20th-century_Indian_economists,0,7,0,0,1017
3780,Sanjeev Goyal,20th-century_Indian_economists,0,3,0,0,764
3781,Ashok Gulati,20th-century_Indian_economists,0,21,0,0,4730
3782,Hariharan Chandrashekar,20th-century_Indian_economists,0,39,0,0,2107
3783,Abid Hussain,20th-century_Indian_economists,0,19,0,0,2057
3784,T. M. Thomas Isaac,20th-century_Indian_economists,0,8,1,0,1081
3785,Narendra Jadhav,20th-century_Indian_economists,0,17,0,0,2876
3786,Devaki Jain,20th-century_Indian_economists,29,1,0,0,4452
3787,Lakshmi Chand Jain,20th-century_Indian_economists,0,27,0,0,2945
3788,Bimal Jalan,20th-century_Indian_economists,0,4,0,0,1131
3789,Sardara Singh Johl,20th-century_Indian_economists,0,29,0,0,2784
3790,Deepali Pant Joshi,20th-century_Indian_economists,18,0,1,0,1431
3791,Ganesh Vyankatesh Joshi,20th-century_Indian_economists,0,42,0,0,1492
3792,Manoj Juneja,20th-century_Indian_economists,0,12,0,0,926
3793,Shruti Kapoor,20th-century_Indian_economists,21,0,1,0,2120
3794,Dattatreya Gopal Karve,20th-century_Indian_economists,0,27,0,0,1318
3795,Upinderjit Kaur,20th-century_Indian_economists,17,0,0,1,962
3796,Vijay Kelkar,20th-century_Indian_economists,0,7,0,1,2251
3797,Amir Ullah Khan,20th-century_Indian_economists,0,12,0,0,1382
3798,Tarun Khanna,20th-century_Indian_economists,0,25,0,1,1995
3799,Pawanexh Kohli,20th-century_Indian_economists,0,24,0,0,1786
3800,Raj Krishna,20th-century_Indian_economists,0,2,0,0,639
3801,A. K. Shiva Kumar,20th-century_Indian_economists,0,18,0,1,2035
3802,Rajiv Kumar (economist),20th-century_Indian_economists,0,16,0,1,1265
3803,J. C. Kumarappa,20th-century_Indian_economists,0,32,1,0,3658
3804,C.T. Kurien,20th-century_Indian_economists,0,13,0,0,1419
3805,Ashok Lahiri,20th-century_Indian_economists,0,1,0,0,1533
3806,D. T. Lakdawala,20th-century_Indian_economists,0,4,0,0,126
3807,Sanjaya Lall,20th-century_Indian_economists,0,17,2,0,3606
3808,S. A. Lalli,20th-century_Indian_economists,0,4,0,0,1017
3809,Karnati Lingaiah,20th-century_Indian_economists,0,31,0,0,2132
3810,Palamadai S. Lokanathan,20th-century_Indian_economists,0,8,0,0,350
3811,Prakash Loungani,20th-century_Indian_economists,0,13,0,0,1345
3812,G. S. Maddala,20th-century_Indian_economists,0,10,0,1,1310
3813,Prasanta Chandra Mahalanobis,20th-century_Indian_economists,1,65,3,0,4984
3814,Arun Maira,20th-century_Indian_economists,0,29,0,0,1683
